subnet_address;subnet_mask;subnet_last;subnet_gw;subnet_desc;subnet_domain;subnet_org;subnet_area;subnet_vlan;subnet_vdp;subnet_zone;subnet_color;subnet_sec;subnet_poll;subnet_alarm;subnet_report;date_added;date_seen;date_checked
010.215.116.000;255.255.255.252;010.215.116.003;undef;Bern5 Holligen Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:19
010.215.116.008;255.255.255.252;010.215.116.011;undef;Bern5 Holligen Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:31:20
010.215.116.016;255.255.255.240;010.215.116.031;undef;Bern5 Holligen Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.117.000;255.255.255.0;010.215.117.255;010.215.117.254;Bern5 Holligen IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:20
010.215.118.000;255.255.255.0;010.215.118.255;010.215.118.254;Bern5 Holligen Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:29
010.215.119.000;255.255.255.240;010.215.119.015;010.215.119.014;Bern5 Holligen AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:34
010.215.124.000;255.255.255.252;010.215.124.003;undef;Bern Stade de Suisse ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:34
010.215.126.000;255.255.255.0;010.215.126.255;010.215.126.254;Bern Stade de Suisse ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:35
010.215.128.000;255.255.255.252;010.215.128.003;undef;Bern31 Freudenbergerpl. Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:39
010.215.128.008;255.255.255.252;010.215.128.011;undef;Bern31 Freudenbergerpl. Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:31:40
010.215.128.016;255.255.255.240;010.215.128.031;undef;Bern31 Freudenbergerpl. Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.129.000;255.255.255.0;010.215.129.255;010.215.129.254;Bern31 Freudenbergerpl. IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:41
010.215.130.000;255.255.255.0;010.215.130.255;010.215.130.254;Bern31 Freudenbergerpl. Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:49
010.215.132.000;255.255.255.252;010.215.132.003;undef;Bern3 Bundeshaus POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:52
010.215.134.000;255.255.255.0;010.215.134.255;010.215.134.254;Bern3 Bundeshaus ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:53
010.215.136.000;255.255.255.252;010.215.136.003;undef;Bern27 Bethlehem Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:57
010.215.136.008;255.255.255.252;010.215.136.011;undef;Bern27 Bethlehem Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:31:57
010.215.136.016;255.255.255.240;010.215.136.031;undef;Bern27 Bethlehem Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;1;0;0;2018-03-16 01:30:02;2019-02-08 01:40:12;2019-02-07 19:31:58
010.215.137.000;255.255.255.0;010.215.137.255;010.215.137.254;Bern27 Bethlehem IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:31:58
010.215.138.000;255.255.255.0;010.215.138.255;010.215.138.254;Bern27 Bethlehem Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:04
010.215.139.000;255.255.255.240;010.215.139.015;010.215.139.014;Bern27 Bethlehem AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2015-10-27 01:30:02;2019-02-08 01:40:12;2019-02-07 19:32:06
010.215.140.000;255.255.255.252;010.215.140.003;undef;Bern Freiburgstr.251 Loopback;fr.post.ch;RSP-Bern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:06
010.215.140.008;255.255.255.252;010.215.140.011;undef;Bern Freiburgstr.251 Loopback;fr.post.ch;RSP-Bern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:07
010.215.140.016;255.255.255.240;010.215.140.031;undef;Bern Freiburgstr.251 Transit-Sunrise;fr.post.ch;RSP-Bern;postnet;0900;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 22:20:28
010.215.140.192;255.255.255.240;010.215.140.207;010.215.140.206;Bern Freiburgstr.251 Zuko;fr.post.ch;RSP-Bern;postnet;0646;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:07
010.215.141.000;255.255.255.0;010.215.141.255;010.215.141.254;Bern Freiburgstr.251 IPT;fr.post.ch;RSP-Bern;postnet;0680;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:08
010.215.142.000;255.255.255.0;010.215.142.255;010.215.142.254;Bern Freiburgstr.251 Client;fr.post.ch;RSP-Bern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:14
010.215.143.000;255.255.255.240;010.215.143.015;010.215.143.014;Bern Freiburgstr.251 AP;fr.post.ch;RSP-Bern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:17
010.215.143.064;255.255.255.224;010.215.143.095;010.215.143.094;Bern Freiburgstr.251 RFID_Reader;fr.post.ch;RSP-Bern;postnet;0625;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:18
010.215.144.000;255.255.255.252;010.215.144.003;undef;Bern25 Spitalacker PF Postomat Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:18
010.215.144.008;255.255.255.252;010.215.144.011;undef;Bern25 Spitalacker PF Postomat Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:32:19
010.215.144.016;255.255.255.240;010.215.144.031;undef;Bern25 Spitalacker PF Postomat Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.145.000;255.255.255.0;010.215.145.255;010.215.145.254;Bern25 Spitalacker PF Postomat IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:19
010.215.146.000;255.255.255.0;010.215.146.255;010.215.146.254;Bern25 Spitalacker PF Postomat Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:31
010.215.147.000;255.255.255.240;010.215.147.015;010.215.147.014;Bern25 Spitalacker PF Postomat AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:35
010.215.148.000;255.255.255.252;010.215.148.003;undef;Beatenberg Garage PA Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:35
010.215.148.008;255.255.255.252;010.215.148.011;undef;Beatenberg Garage PA Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:36
010.215.148.016;255.255.255.240;010.215.148.031;undef;Beatenberg Garage PA Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2018-01-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.148.192;255.255.255.240;010.215.148.207;010.215.148.206;Beatenberg Garage PA Zuko;be.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:36
010.215.149.000;255.255.255.0;010.215.149.255;010.215.149.254;Beatenberg Garage PA IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:37
010.215.150.000;255.255.255.0;010.215.150.255;010.215.150.254;Beatenberg Garage PA Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:47
010.215.151.000;255.255.255.240;010.215.151.015;010.215.151.014;Beatenberg Garage PA AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2018-01-20 01:30:03;2019-02-08 01:40:12;2019-02-07 19:32:49
010.215.152.000;255.255.255.252;010.215.152.003;undef;Bern22 Breitenrain Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:50
010.215.152.008;255.255.255.252;010.215.152.011;undef;Bern22 Breitenrain Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:32:50
010.215.152.016;255.255.255.240;010.215.152.031;undef;Bern22 Breitenrain Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.153.000;255.255.255.0;010.215.153.255;010.215.153.254;Bern22 Breitenrain IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:51
010.215.154.000;255.255.255.0;010.215.154.255;010.215.154.254;Bern22 Breitenrain Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:32:58
010.215.155.000;255.255.255.240;010.215.155.015;010.215.155.014;Bern22 Breitenrain Video;be.post.ch;RSP-Luzern;postnet;0645;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:01
010.215.155.016;255.255.255.240;010.215.155.031;010.215.155.030;Bern22 Breitenrain AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:01
010.215.156.000;255.255.255.252;010.215.156.003;undef;Bern Neuengasse24 ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:02
010.215.158.000;255.255.255.0;010.215.158.255;010.215.158.254;Bern Neuengasse24 ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:02
010.215.160.000;255.255.255.252;010.215.160.003;undef;Bern Aarbergergasse PF Beratungscenter Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:06
010.215.160.008;255.255.255.252;010.215.160.011;undef;Bern Aarbergergasse PF Beratungscenter Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:06
010.215.160.016;255.255.255.240;010.215.160.031;undef;Bern Aarbergergasse PF Beratungscenter Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2017-11-09 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.160.192;255.255.255.240;010.215.160.207;010.215.160.206;Bern Aarbergergasse PF Beratungscenter Zuko;be.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:07
010.215.161.000;255.255.255.0;010.215.161.255;010.215.161.254;Bern Aarbergergasse PF Beratungscenter IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:07
010.215.162.000;255.255.255.0;010.215.162.255;010.215.162.254;Bern Aarbergergasse PF Beratungscenter Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:12
010.215.163.000;255.255.255.240;010.215.163.015;010.215.163.014;Bern Aarbergergasse PF Beratungscenter AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2017-11-09 01:30:03;2019-02-08 01:40:12;2019-02-07 19:33:15
010.215.164.000;255.255.255.252;010.215.164.003;undef;Bern18 Buempliz Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:15
010.215.164.008;255.255.255.252;010.215.164.011;undef;Bern18 Buempliz Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:33:16
010.215.164.016;255.255.255.240;010.215.164.031;undef;Bern18 Buempliz Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.164.224;255.255.255.224;010.215.164.255;010.215.164.254;Bern18 Buempliz Netz;be.post.ch;RSP-Luzern;postnet;0690;post.ch;undef;blue;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:16
010.215.165.000;255.255.255.0;010.215.165.255;010.215.165.254;Bern18 Buempliz IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:17
010.215.166.000;255.255.255.0;010.215.166.255;010.215.166.254;Bern18 Buempliz Client;vi.post.ch;RSP-Bern;postnet;0600;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:20
010.215.167.000;255.255.255.240;010.215.167.015;010.215.167.014;Bern18 Buempliz AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:21
010.215.168.000;255.255.255.252;010.215.168.003;undef;Bern Wylerpark ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:21
010.215.170.000;255.255.255.0;010.215.170.255;010.215.170.254;Bern Wylerpark ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:22
010.215.172.000;255.255.255.252;010.215.172.003;undef;Bern15 Weltpostverein Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:29
010.215.172.008;255.255.255.252;010.215.172.011;undef;Bern15 Weltpostverein Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:29
010.215.172.016;255.255.255.240;010.215.172.031;undef;Bern15 Weltpostverein Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2015-11-11 22:21:38
010.215.173.000;255.255.255.0;010.215.173.255;010.215.173.254;Bern15 Weltpostverein IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:30
010.215.174.000;255.255.255.0;010.215.174.255;010.215.174.254;Bern15 Weltpostverein Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:35
010.215.175.000;255.255.255.240;010.215.175.015;010.215.175.014;Bern15 Weltpostverein AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:37
010.215.176.000;255.255.255.252;010.215.176.003;undef;Bern14 Mattenhof Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:37
010.215.176.008;255.255.255.252;010.215.176.011;undef;Bern14 Mattenhof Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:33:38
010.215.176.016;255.255.255.240;010.215.176.031;undef;Bern14 Mattenhof Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-21 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.177.000;255.255.255.0;010.215.177.255;010.215.177.254;Bern14 Mattenhof IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:38
010.215.178.000;255.255.255.0;010.215.178.255;010.215.178.254;Bern14 Mattenhof Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:42
010.215.179.000;255.255.255.240;010.215.179.015;010.215.179.014;Bern14 Mattenhof AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:43
010.215.180.000;255.255.255.252;010.215.180.003;undef;Bern13 Matte Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:44
010.215.180.008;255.255.255.252;010.215.180.011;undef;Bern13 Matte Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:33:44
010.215.180.016;255.255.255.240;010.215.180.031;undef;Bern13 Matte Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.181.000;255.255.255.0;010.215.181.255;010.215.181.254;Bern13 Matte IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:33:45
010.215.182.000;255.255.255.0;010.215.182.255;010.215.182.254;Bern13 Matte Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:02
010.215.184.000;255.255.255.252;010.215.184.003;undef;Bern Zentweg 17a IMS Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:08
010.215.184.008;255.255.255.252;010.215.184.011;undef;Bern Zentweg 17a IMS Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:08
010.215.184.016;255.255.255.240;010.215.184.031;undef;Bern Zentweg 17a IMS Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;0;0;0;2016-11-24 01:30:03;2019-02-08 01:40:12;2017-02-15 20:14:54
010.215.184.192;255.255.255.240;010.215.184.207;010.215.184.206;Bern Zentweg 17a IMS Zuko;be.post.ch;RSP-Luzern;postnet;0646;post.ch;undef;white;---;1;1;1;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:09
010.215.185.000;255.255.255.0;010.215.185.255;010.215.185.254;Bern Zentweg 17a IMS IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;---;1;1;1;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:09
010.215.186.000;255.255.255.0;010.215.186.255;010.215.186.254;Bern Zentweg 17a IMS Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:20
010.215.187.000;255.255.255.240;010.215.187.015;010.215.187.014;Bern Zentweg 17a IMS AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;2016-11-24 01:30:03;2019-02-08 01:40:12;2019-02-07 19:34:28
010.215.188.000;255.255.255.252;010.215.188.003;undef;Bern10 Inselspital ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:28
010.215.190.000;255.255.255.0;010.215.190.255;010.215.190.254;Bern10 Inselspital ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:29
010.215.192.000;255.255.255.252;010.215.192.003;undef;Bern Westside ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:32
010.215.194.000;255.255.255.0;010.215.194.255;010.215.194.254;Bern Westside ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:32
010.215.200.000;255.255.255.252;010.215.200.003;undef;Belp Flughafen ext. POM Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:34
010.215.202.000;255.255.255.0;010.215.202.255;010.215.202.254;Belp Flughafen ext. POM;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:35
010.215.204.000;255.255.255.252;010.215.204.003;undef;Belp Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:43
010.215.204.008;255.255.255.252;010.215.204.011;undef;Belp Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:34:44
010.215.204.016;255.255.255.240;010.215.204.031;undef;Belp Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;---;1;0;0;2018-03-16 01:30:02;2019-02-08 01:40:12;2019-02-07 19:34:44
010.215.205.000;255.255.255.0;010.215.205.255;010.215.205.254;Belp IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:45
010.215.206.000;255.255.255.0;010.215.206.255;010.215.206.254;Belp Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:51
010.215.207.000;255.255.255.240;010.215.207.015;010.215.207.014;Belp AP;be.post.ch;RSP-Luzern;postnet;0610;post.ch;undef;white;---;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:52
010.215.208.000;255.255.254.0;010.215.209.255;010.215.209.254;Bern Freiburgstr.251 IT_DHCP_8_Scanner;be.post.ch;RSP-Luzern;postnet;0607;post.ch;undef;white;---;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:53
010.215.212.000;255.255.255.252;010.215.212.003;undef;Baetterkinden Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;undef;1;0;0;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:56
010.215.212.008;255.255.255.252;010.215.212.011;undef;Baetterkinden Loopback;be.post.ch;RSP-Luzern;postnet;undef;undef;undef;gray;---;1;0;0;2018-01-19 01:30:02;2019-02-08 01:40:12;2019-02-07 19:34:56
010.215.212.016;255.255.255.240;010.215.212.031;undef;Baetterkinden Transit-Sunrise;be.post.ch;RSP-Luzern;postnet;0900;post.ch;undef;gray;undef;0;0;0;2018-03-20 01:30:03;2019-02-08 01:40:12;0000-00-00 00:00:00
010.215.213.000;255.255.255.0;010.215.213.255;010.215.213.254;Baetterkinden IPT;be.post.ch;RSP-Luzern;postnet;0680;post.ch;undef;white;undef;1;0;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:34:57
010.215.214.000;255.255.255.0;010.215.214.255;010.215.214.254;Baetterkinden Client;be.post.ch;RSP-Luzern;postnet;0600;post.ch;undef;white;undef;1;1;1;0000-00-00 00:00:00;2019-02-08 01:40:12;2019-02-07 19:35:41
